,MAD_rt,SD_rt,mean_rt,median_rt,switchtrial_rt1,switchtrial_rt123,switchtrial_rt2
"('clouds_pilot', 3.0, 'TrialSpatialRotation', 3.0)",0.35150916049380254,0.44870810225577584,2.363685555555599,2.420528999999988,1.737355000000207,2.3686775000001035,3.0
"('clouds_pilot', 3.0, 'TrialSpatialSpan', 1.0)",0.4348822448979003,0.5860465950891829,1.8564685714286497,1.5807740000000194,3.0,2.148765499999854,1.297530999999708
"('clouds_pilot', 3.0, 'TrialSpatialSpan', 2.0)",0.30782150617274673,0.41996390157982616,2.255750555555652,2.211089999999785,3.0,2.575126500000124,2.150253000000248
"('clouds_pilot', 3.0, 'TrialSpatialSpan', 3.0)",0.31312514285706794,0.4682563822977488,2.111073000000098,2.0864230000001958,2.295861000000059,2.191142000000127,2.0864230000001958
"('clouds_pilot', 3.0, 'TrialSpatialSpan', 4.0)",0.38031555555557534,0.5393680721680659,1.8350933333332857,1.9039090000001124,1.9039090000001124,2.120329999999967,2.336750999999822
"('clouds_pilot', 4.0, 'TrialDigitSpan', 1.0)",0.25055233333356824,0.309307507087355,1.8429059999998572,1.934327999999823,1.930837999999767,1.934327999999823,1.9378179999998792
"('clouds_pilot', 4.0, 'TrialDigitSpan', 2.0)",0.2543575555554762,0.30931122980976533,1.7428956666666535,1.8530450000002932,1.74832699999979,1.6256544999998823,1.5029819999999745
"('clouds_pilot', 4.0, 'TrialDigitSpan', 3.0)",0.14386081632653025,0.18749351977228684,1.9051932857141114,1.9088989999995647,1.9687379999995755,1.8610254999998688,1.7533130000001618
"('clouds_pilot', 4.0, 'TrialSpatialRotation', 1.0)",0.3676312653060079,0.4549947740426108,2.5249671428571543,2.6618839999996453,2.9112169999993966,2.6065324999999575,2.3018480000005184
"('clouds_pilot', 4.0, 'TrialSpatialRotation', 2.0)",0.3820483456791768,0.44722744535300457,2.617455888888748,2.806497000000036,1.9697329999999056,2.3881149999999707,2.806497000000036
"('clouds_pilot', 4.0, 'TrialSpatialRotation', 3.0)",0.2672852592593498,0.35694133285214363,2.0734573333334083,1.9926740000000789,2.2779100000002472,2.131302000000005,1.984693999999763
"('clouds_pilot', 4.0, 'TrialSpatialRotation', 4.0)",0.28192088888883715,0.36622597745283464,2.7885593333333722,3.0,3.0,3.0,3.0
"('clouds_pilot', 4.0, 'TrialSpatialSpan', 1.0)",0.36565075000004305,0.5243851717091238,2.483615499999928,2.591073999999935,3.0,2.802518500000133,2.6050370000002663
"('clouds_pilot', 4.0, 'TrialSpatialSpan', 2.0)",0.5686912653061101,0.657883360687236,2.3832091428571403,2.5232559999999467,2.5232559999999467,2.7616279999999733,3.0
"('clouds_pilot', 4.0, 'TrialSpatialSpan', 3.0)",0.21626183333319213,0.2631231173030712,2.742176166666771,2.7885459999999966,2.3716600000002472,2.4379825000003166,2.5043050000003855
"('louis_pilot', 1.0, 'TrialDigitSpan', 1.0)",0.5423321222222277,0.6658362880146792,2.072297066666659,1.8460650499999929,1.4800433999999996,1.7597955499999927,2.0395476999999858
"('louis_pilot', 1.0, 'TrialDigitSpan', 2.0)",0.4474008031249923,0.5750318520806724,2.1291860625000254,1.9607588500000475,1.920866300000057,2.4604331500000285,3.0
"('louis_pilot', 1.0, 'TrialSpatialRotation', 1.0)",0.2984268511111137,0.36497767985003043,2.6048732766666682,2.727707670000008,2.082433219999998,2.4708957699999985,2.8593583199999983
"('louis_pilot', 1.0, 'TrialSpatialRotation', 2.0)",0.3319925249999969,0.39357367439198937,2.574497275000006,2.572622200000012,2.3776439000000664,2.137784900000014,1.8979258999999613
"('louis_pilot', 1.0, 'TrialSpatialRotation', 3.0)",0.36418854999997546,0.46328910132148327,2.0606623833333706,2.068968550000079,2.432495299999914,2.307331299999987,2.18216730000006
"('louis_pilot', 1.0, 'TrialSpatialRotation', 4.0)",0.4184216187500701,0.47835046840631695,2.6253684249999907,2.900264300000117,2.9152077000001095,2.505801799999972,2.096395899999834
"('louis_pilot', 1.0, 'TrialSpatialSpan', 1.0)",0.34805225714285043,0.5050044451308529,2.59278899999999,2.7546371999999906,3.0,2.269442699999999,1.5388853999999978
"('louis_pilot', 1.0, 'TrialSpatialSpan', 2.0)",0.4776713851851995,0.5432449361269825,2.4589847333333332,2.644929400000024,2.080439100000035,1.8874545000000182,1.6944699000000014
"('louis_pilot', 1.0, 'TrialSpatialSpan', 3.0)",0.392621344444428,0.5915703981739927,2.532735716666688,2.654403450000018,3.0,2.200627250000025,1.40125450000005
"('louis_pilot', 1.0, 'TrialSpatialSpan', 4.0)",0.28014013333338667,0.3866550697186384,2.382297899999988,2.3028438000001192,2.3028438000001192,2.5526759500000935,2.802508100000068
"('louis_pilot', 2.0, 'TrialDigitSpan', 1.0)",0.1370778888888254,0.19932980982918092,1.8796418333332667,1.9408114999998816,1.8510519999999813,1.890446499999939,1.9298409999998969
"('louis_pilot', 2.0, 'TrialDigitSpan', 2.0)",0.2809988749999661,0.3471942568638736,2.1038761249999993,2.1642155000000685,2.088419000000158,1.99766000000011,1.9069010000000617
"('louis_pilot', 2.0, 'TrialDigitSpan', 3.0)",0.25674236734690864,0.39299554155991034,2.0425384285714308,2.0764459999998053,1.6455990000001748,1.5987250000000586,1.5518509999999424
"('louis_pilot', 2.0, 'TrialDigitSpan', 4.0)",0.21251814814820733,0.2719275800655337,1.6936946666668165,1.7213990000002468,1.77824499999997,1.6226619999999912,1.4670790000000125
"('louis_pilot', 2.0, 'TrialSpatialRotation', 1.0)",0.38680930612248904,0.4458129271438072,2.503171142857127,2.3826309999999467,2.056502999999793,2.158728999999994,2.2609550000001946
"('louis_pilot', 2.0, 'TrialSpatialRotation', 2.0)",0.32691207407403033,0.45021017523566076,2.1831586666666123,2.1791420000001835,2.578107999999702,1.999139499999842,1.4201709999999819
"('louis_pilot', 2.0, 'TrialSpatialRotation', 3.0)",0.2867973124999992,0.35856550458490577,2.477130749999901,2.5641449999999395,2.144268000000011,2.3422385000000077,2.5402090000000044
"('louis_pilot', 2.0, 'TrialSpatialRotation', 4.0)",0.09751711111114947,0.12839788277204245,1.9743886666665276,2.0265839999999566,1.8281129999998034,1.92734849999988,2.0265839999999566
"('louis_pilot', 2.0, 'TrialSpatialSpan', 1.0)",0.1832868888889403,0.23881046269032757,1.9843623333332896,2.103376999999909,2.1402780000000803,1.9248549999999796,1.7094319999998788
"('louis_pilot', 2.0, 'TrialSpatialSpan', 2.0)",0.3447106122449086,0.5006068841421855,2.0848552857143465,2.0714629999999943,2.433494999999993,2.1462624999999207,1.859029999999848
"('louis_pilot', 3.0, 'TrialDigitSpan', 1.0)",0.3197611020407805,0.40881736121510087,2.09767371428565,1.9936699999998384,1.9627230000000964,1.9781964999999673,1.9936699999998384
"('louis_pilot', 3.0, 'TrialDigitSpan', 2.0)",0.30381324999984827,0.42718026309057794,2.0688445000000684,2.0769495000001825,1.901914000000488,2.1407760000004146,2.379638000000341
"('louis_pilot', 3.0, 'TrialDigitSpan', 3.0)",0.43866733333341773,0.5065840589145447,2.4546113333333324,2.445462500000076,3.0,2.478882999999996,1.9577659999999923
"('louis_pilot', 3.0, 'TrialSpatialRotation', 1.0)",0.5727190000001203,0.8019707611359042,2.023341000000187,2.1931365000002643,2.7805670000002465,2.377643500000204,1.9747200000001608
"('louis_pilot', 3.0, 'TrialSpatialRotation', 2.0)",0.3236675510204024,0.4639186539327478,2.1954191428571903,2.2350229999997278,1.7443370000000868,2.023590500000182,2.302844000000277
"('louis_pilot', 3.0, 'TrialSpatialRotation', 3.0)",0.5182843333333643,0.7177991268748708,2.381636666666509,2.5771104999996624,2.8114839999998367,2.9057419999999183,3.0
"('louis_pilot', 3.0, 'TrialSpatialRotation', 4.0)",0.2371617551020327,0.30494086847610496,2.0394054285713668,1.932833000000301,1.6864919999998165,2.103876499999842,2.521260999999868
"('louis_pilot', 3.0, 'TrialSpatialSpan', 1.0)",0.44431062500001417,0.5317419800008959,2.2048548750000805,2.055492000000186,1.8640170000003309,2.0460170000003473,2.228017000000364
"('louis_pilot', 3.0, 'TrialSpatialSpan', 2.0)",0.3064203209876858,0.39534648825383994,2.293969888888872,2.2749180000000706,2.4284770000003846,2.7142385000001923,3.0
"('louis_pilot', 3.0, 'TrialSpatialSpan', 3.0)",0.10749044444431381,0.1498403044053596,2.4866853333332983,2.460422000000108,2.3517130000000184,2.406067500000063,2.460422000000108
"('louis_pilot', 4.0, 'TrialDigitSpan', 1.0)",0.44581337500022755,0.5445189525193357,2.251735374999896,2.119833000000199,3.0,2.3606989999998405,1.721397999999681
"('louis_pilot', 4.0, 'TrialDigitSpan', 2.0)",0.2677331111110308,0.3372015400906387,2.4757183333332855,2.372657500000514,2.754635999999664,2.589078499999914,2.4235210000001643
"('louis_pilot', 4.0, 'TrialDigitSpan', 3.0)",0.3147155555555368,0.4416516549957504,2.342407333333338,2.450449999999819,2.116343000000142,2.2370200000000295,2.3576969999999164
"('louis_pilot', 4.0, 'TrialSpatialRotation', 1.0)",0.38556377777775996,0.5512858543607648,2.052071999999953,2.087419999999838,2.087419999999838,2.104374999999891,2.1213299999999435
"('louis_pilot', 4.0, 'TrialSpatialRotation', 2.0)",0.5223590000000513,0.6821554728027833,2.0906659999998283,1.9223609999996825,3.0,2.258970999999974,1.5179419999999482
"('louis_pilot', 4.0, 'TrialSpatialSpan', 1.0)",0.16179399999984737,0.2115363466946403,2.8547080000001492,2.952107000000069,2.6120170000003777,2.7820620000002236,2.952107000000069
"('louis_pilot', 4.0, 'TrialSpatialSpan', 2.0)",0.271648500000083,0.3902083455316879,1.956893500000092,1.9682384999998703,1.562822000000324,1.740347500000098,1.9178729999998725
"('louis_pilot', 4.0, 'TrialSpatialSpan', 3.0)",0.2827009135804182,0.3322114978044644,2.2548607777779477,2.3856220000006942,1.894934000000376,2.1706970000002457,2.4464600000001155
"('louis_pilot', 4.0, 'TrialSpatialSpan', 4.0)",0.3567199183674589,0.43345934672718195,2.4437525714285715,2.495328999999856,2.891270000000532,2.5761125000005904,2.2609550000006493
"('louis_pilot', 4.0, 'TrialSpatialSpan', 5.0)",0.37266316049381537,0.4537402518826731,2.3107164444444,2.155239000000165,2.155239000000165,2.5776195000000826,3.0
"('madi_pilot', 1.0, 'TrialDigitSpan', 1.0)",0.2869542873469344,0.3449100690869338,2.616014278571432,2.657894599999992,2.8902730900000013,2.9451365450000004,3.0
"('madi_pilot', 1.0, 'TrialDigitSpan', 2.0)",0.20993081632654662,0.2525277490920825,2.672439785714281,2.6898448999999687,2.512282099999993,2.601063499999981,2.6898448999999687
"('madi_pilot', 1.0, 'TrialDigitSpan', 3.0)",0.5656102370370364,0.6817217766691474,2.1515846444444455,2.0315681000000723,3.0,3.0,3.0
"('madi_pilot', 1.0, 'TrialDigitSpan', 4.0)",0.38896526250000824,0.48625235186441557,2.5576675875000348,2.714742350000108,2.9072287000000188,2.5451966500000367,2.183164600000054
"('madi_pilot', 1.0, 'TrialSpatialRotation', 1.0)",0.49441805679013356,0.6015409295523995,2.427951688888868,2.741672699999981,3.0,2.468895900000007,1.9377918000000136
"('madi_pilot', 1.0, 'TrialSpatialRotation', 2.0)",0.24672411250001142,0.30021553485022606,2.6522862624999775,2.6593912999999816,2.4723606000000022,2.736180300000001,3.0
"('madi_pilot', 1.0, 'TrialSpatialRotation', 3.0)",0.2941111111110531,0.42493309690153414,2.55883333333342,2.524253000000272,3.0,2.762126500000136,2.524253000000272
"('madi_pilot', 1.0, 'TrialSpatialSpan', 1.0)",0.31006471111111383,0.4393462396750472,2.2230561999999927,2.187154300000003,2.0594959000000017,2.3666568999999953,2.6738178999999893
"('madi_pilot', 1.0, 'TrialSpatialSpan', 2.0)",0.38724955061728417,0.46053154373396527,2.344176555555565,2.259957800000052,1.9467957000000524,2.094900500000051,2.24300530000005
"('madi_pilot', 1.0, 'TrialSpatialSpan', 3.0)",0.16967151249996001,0.24981218904313868,1.7556906624999868,1.7583003499999563,1.4800784999999903,1.627665899999954,1.7752532999999175
"('madi_pilot', 2.0, 'TrialDigitSpan', 1.0)",0.5081543333333229,0.5747204494790807,2.4057473333333896,2.3696815000000697,1.7014510000001335,2.350725500000067,3.0
"('madi_pilot', 2.0, 'TrialDigitSpan', 2.0)",0.2670239506173128,0.3633006232819106,2.615455444444453,2.6369489999999587,3.0,2.804512499999987,2.609024999999974
"('madi_pilot', 2.0, 'TrialDigitSpan', 3.0)",0.5203648641975375,0.6009006715235655,2.1783932222222626,2.367667999999867,2.367667999999867,1.9148794999999836,1.4620910000001004
"('madi_pilot', 2.0, 'TrialSpatialRotation', 1.0)",0.24046155555561213,0.31975588092229607,2.4132053333332806,2.5252169999998846,2.661886000000095,2.357199499999979,2.0525129999998626
"('madi_pilot', 2.0, 'TrialSpatialRotation', 2.0)",0.34906962499994165,0.42457911032043916,2.405072625000031,2.4818480000000136,1.8431050000001503,2.4215525000000753,3.0
"('madi_pilot', 2.0, 'TrialSpatialRotation', 3.0)",0.3366058333332755,0.400380839098619,2.2019421666666403,2.2908599999999524,2.1312689999999748,2.37812550000001,2.624982000000045
"('madi_pilot', 2.0, 'TrialSpatialRotation', 4.0)",0.3764572244897083,0.443509545943313,2.3130975714286706,2.1711960000002364,2.5950940000002447,2.6469240000000127,2.6987539999997807
"('madi_pilot', 2.0, 'TrialSpatialRotation', 5.0)",0.30991711111103837,0.38127614245669883,2.1657583333334665,2.0215650000004644,2.671857000000045,2.2828960000001643,1.8939350000002837
"('madi_pilot', 2.0, 'TrialSpatialSpan', 1.0)",0.3228963265306187,0.4561538795230027,2.2383142857142957,2.1602250000000818,1.5109950000000936,1.7563220000000683,2.001649000000043
"('madi_pilot', 2.0, 'TrialSpatialSpan', 2.0)",0.322625124999945,0.4317304286946186,1.892930750000005,1.6934719999999288,1.7293759999997746,1.6934719999999288,1.6575680000000832
"('madi_pilot', 3.0, 'TrialDigitSpan', 1.0)",0.32333421875009105,0.41419960693856966,2.4711533749999717,2.4225249999999505,2.4534429999998792,2.7267214999999396,3.0
"('madi_pilot', 3.0, 'TrialDigitSpan', 2.0)",0.44143901234560934,0.5537280914235271,2.453894888888903,2.5053020000000292,2.750647999999728,2.875323999999864,3.0
"('madi_pilot', 3.0, 'TrialDigitSpan', 3.0)",0.35583644444462453,0.463912915298107,2.422688166666603,2.4659079999998994,2.8264460000004874,2.3856230000001233,1.9447999999997592
"('madi_pilot', 3.0, 'TrialSpatialRotation', 1.0)",0.300533000000011,0.37253233618771564,2.5332316666667034,2.439479000000347,2.1242899999997458,2.5421884999998383,2.9600869999999304
"('madi_pilot', 3.0, 'TrialSpatialRotation', 2.0)",0.30434985185182767,0.43378693056527295,2.3123693333333097,2.341739999999845,3.0,2.7326894999998785,2.4653789999997566
"('madi_pilot', 3.0, 'TrialSpatialSpan', 1.0)",0.4405014400000072,0.5380518563244607,2.403173799999968,2.4743570000000545,2.4743570000000545,2.1452504999999746,1.8161439999998947
"('madi_pilot', 3.0, 'TrialSpatialSpan', 2.0)",0.3623756326531812,0.4405331576182487,2.2226265714284636,2.2340299999996205,2.7277070000004637,2.1851575000000594,1.6426079999996546
"('madi_pilot', 3.0, 'TrialSpatialSpan', 3.0)",0.2843963124999931,0.37668134331618774,1.843197249999946,1.729376499999944,2.347723999999744,2.037552499999947,1.7273810000001504
"('madi_pilot', 3.0, 'TrialSpatialSpan', 4.0)",0.126994111110889,0.17501377503670618,1.9936706666667305,2.0196179999998094,2.2220280000001367,2.058481500000198,1.89493500000026
"('madi_pilot', 3.0, 'TrialSpatialSpan', 5.0)",0.42686911111134856,0.5764819147229626,2.5222416666665595,2.6847870000001417,1.8819379999995365,2.283362499999839,2.6847870000001417
"('madi_pilot', 4.0, 'TrialDigitSpan', 1.0)",0.3969172839504968,0.47276258870692894,2.1889235555554984,2.0504869999999755,2.380635999999868,2.585090499999751,2.7895449999996345
"('madi_pilot', 4.0, 'TrialDigitSpan', 2.0)",0.49221111111114346,0.5929135693972687,2.182383000000098,2.2799070000000943,2.7516120000004776,2.413032499999872,2.0744529999992665
"('madi_pilot', 4.0, 'TrialDigitSpan', 3.0)",0.3475219999998244,0.4895954427616658,2.3540299999998147,2.2828660000004675,2.8753129999995513,2.389611999999488,1.9039109999994253
"('madi_pilot', 4.0, 'TrialSpatialRotation', 1.0)",0.13309244444432503,0.18653655847207634,2.1085346666666283,2.1377840000000106,2.0375530000001163,2.0899130000002515,2.1422730000003867
"('madi_pilot', 4.0, 'TrialSpatialRotation', 2.0)",0.37797972839527777,0.46789271384893694,2.2251654444444284,2.250984000000244,2.250984000000244,2.449452500000234,2.647921000000224
"('madi_pilot', 4.0, 'TrialSpatialRotation', 3.0)",0.2849100816325444,0.40180936036124365,1.8298135714286607,1.6864610000011453,1.98266700000022,1.9258359999998904,1.8690049999995608
"('madi_pilot', 4.0, 'TrialSpatialSpan', 1.0)",0.13695311111081931,0.19793839954943024,2.123302666666556,2.13924999999972,2.13924999999972,2.0285615000000234,1.917873000000327
"('madi_pilot', 4.0, 'TrialSpatialSpan', 2.0)",0.3576848395061887,0.4629501267266793,2.2058795555555863,2.1023800000002666,3.0,2.296868499999846,1.5937369999996918
"('madi_pilot', 4.0, 'TrialSpatialSpan', 3.0)",0.3179039012344264,0.41104402077095475,2.303174888888912,2.3945979999994047,2.470427999999629,2.2280435000000125,1.985659000000396
"('madi_pilot', 4.0, 'TrialSpatialSpan', 4.0)",0.25079918367366033,0.360194491423731,1.859315285714209,1.850054999999884,1.7702659999995376,1.8101604999997107,1.850054999999884
"('marianna_pilot', 1.0, 'TrialDigitSpan', 1.0)",0.42147314814814646,0.49383371381501284,2.4577697333333566,2.3347590000000764,1.9826989000000597,2.4913494500000297,3.0
"('marianna_pilot', 1.0, 'TrialDigitSpan', 2.0)",0.5051586937500225,0.5730021899889438,2.5152881250000263,2.798537700000111,1.949788099999978,2.474894049999989,3.0
"('marianna_pilot', 1.0, 'TrialDigitSpan', 3.0)",0.39915755555556287,0.5344685407233742,2.599387833333291,2.823453499999914,2.395595999999955,2.67185649999999,2.9481170000000247
"('marianna_pilot', 1.0, 'TrialSpatialRotation', 1.0)",0.5325194718749948,0.607403986418053,2.119084037500002,1.8505389999999977,2.6578949000000023,2.273409049999998,1.8889231999999936
"('marianna_pilot', 1.0, 'TrialSpatialRotation', 2.0)",0.3687893851851928,0.4338185945933521,2.420535533333331,2.486352400000044,2.2779099999999626,2.5726223000000057,2.867334600000049
"('marianna_pilot', 1.0, 'TrialSpatialRotation', 3.0)",0.3798234666666455,0.4493793838101449,2.0214242999999974,2.127795449999951,1.447131400000217,1.6909632500000384,1.93479509999986
"('marianna_pilot', 1.0, 'TrialSpatialSpan', 1.0)",0.16167926666666219,0.22124991970420105,2.2895460000000014,2.334758749999992,2.192138899999975,2.355702399999984,2.519265899999993
"('marianna_pilot', 1.0, 'TrialSpatialSpan', 2.0)",0.3356881999999821,0.4356219358089748,2.068345599999944,1.9757184000000056,1.9467955000000077,1.9757184000000056,2.0046413000000034
"('marianna_pilot', 1.0, 'TrialSpatialSpan', 3.0)",0.33513707812504023,0.4566822438545413,2.2244315374999957,2.2833967000000257,1.477052999999955,1.6600632999999898,1.8430736000000247
"('marianna_pilot', 1.0, 'TrialSpatialSpan', 4.0)",0.6564684444444234,0.8550164171115567,2.0428716666665423,2.4733879999998862,2.4733879999998862,1.7657784999998967,1.058168999999907
"('marianna_pilot', 2.0, 'TrialDigitSpan', 1.0)",0.5501640000000521,0.6449629378958018,2.449835999999948,2.670885999999882,3.0,3.0,3.0
"('marianna_pilot', 2.0, 'TrialDigitSpan', 2.0)",0.4676653125000031,0.5571045659357581,2.6258677499999976,3.0,2.197126999999909,2.5985634999999547,3.0
"('marianna_pilot', 2.0, 'TrialDigitSpan', 3.0)",0.1423539183675083,0.1836298060833662,2.1924248571428637,2.2689360000003944,2.3078299999999667,2.1771794999999656,2.046528999999964
"('marianna_pilot', 2.0, 'TrialDigitSpan', 4.0)",0.3610817142857648,0.4258156878635359,2.438771999999907,2.213082999999642,1.9647490000002108,2.4823745000001054,3.0
"('marianna_pilot', 2.0, 'TrialSpatialRotation', 1.0)",0.43690881481482813,0.5638762987404425,2.093073333333324,1.983696000000009,1.983696000000009,1.6411130000000185,1.298530000000028
"('marianna_pilot', 2.0, 'TrialSpatialRotation', 2.0)",0.6196853333332103,0.8088413169662807,2.070472000000185,1.6844960000003084,1.6844960000003084,2.342248000000154,3.0
"('marianna_pilot', 2.0, 'TrialSpatialSpan', 1.0)",0.5969092500000669,0.830958319775596,1.962773249999941,1.9223759999998717,3.0,2.559682500000008,2.1193650000000157
"('marianna_pilot', 2.0, 'TrialSpatialSpan', 2.0)",0.23312612500006943,0.34594491694406193,2.1572326250001197,2.143269000000032,2.1951300000000633,2.259957500000155,2.3247850000002472
"('marianna_pilot', 2.0, 'TrialSpatialSpan', 3.0)",0.5278705312499667,0.6598299196248943,1.8377186250001216,1.6296440000000985,1.4870250000001306,1.4017690000001721,1.3165130000002137
"('marianna_pilot', 2.0, 'TrialSpatialSpan', 4.0)",0.5322080740740973,0.7127791242544927,1.830340555555621,1.5837979999998884,1.885958000000301,2.4429790000001503,3.0
"('marianna_pilot', 3.0, 'TrialDigitSpan', 1.0)",0.37056711111108603,0.4664298318210707,2.494666666666717,2.6085250000000997,1.7892170000000078,1.938816000000088,2.088415000000168
"('marianna_pilot', 3.0, 'TrialDigitSpan', 2.0)",0.48749111111097865,0.5576382667059421,2.532132000000123,2.854370000000017,3.0,2.6010725000001003,2.2021450000002005
"('marianna_pilot', 3.0, 'TrialDigitSpan', 3.0)",0.3942957812500225,0.4967279359195239,2.249865624999927,2.10237949999987,3.0,2.425027999999884,1.850055999999768
"('marianna_pilot', 3.0, 'TrialSpatialRotation', 1.0)",0.28573637499999904,0.41106244144772836,1.8899462499997526,1.7951994999998533,1.885956999999962,1.6969619999997576,1.5079669999995533
"('marianna_pilot', 3.0, 'TrialSpatialRotation', 2.0)",0.5212796666667147,0.6522517391452982,2.388953666666642,2.5586595000002035,3.0,2.3786514999999326,1.7573029999998653
"('marianna_pilot', 3.0, 'TrialSpatialRotation', 3.0)",0.35260791836724226,0.41337612302661886,2.0935465714285653,2.232032999999774,2.5122849999997925,2.411055000000033,2.3098250000002736
"('marianna_pilot', 3.0, 'TrialSpatialRotation', 4.0)",0.3093399444443449,0.48274940777221265,2.2664408333334145,2.399584999999888,2.4394790000001194,2.3547050000001946,2.2699310000002697
"('marianna_pilot', 3.0, 'TrialSpatialRotation', 5.0)",0.2752642222222776,0.40993725412600135,1.9547746666665564,1.948790999999801,1.948790999999801,1.7483264999998482,1.5478619999998957
"('marianna_pilot', 3.0, 'TrialSpatialSpan', 1.0)",0.4134921481482134,0.6003465786391725,1.730483777777661,1.6515840000001845,1.8709979999998725,1.7612910000000284,1.6515840000001845
"('marianna_pilot', 3.0, 'TrialSpatialSpan', 2.0)",0.35616887499992345,0.437437181762097,2.0818136249999384,2.0654779999997572,2.251980000000003,2.4339939999999842,2.6160079999999653
