,MAD_rt,SD_rt,mean_rt,median_rt,switchtrial_rt1,switchtrial_rt2,switchtrial_rt3
"('paul_pilot', 3.0, 'TrialSpatialSpan', 3.0)",0.48101287500008993,0.5762597723707934,1.8796911249999653,1.8944089999997686,2.806350000000293,1.1987119999998868,1.7197229999997037
"('paul_pilot', 3.0, 'TrialSpatialSpan', 4.0)",0.27338162500012686,0.4311670172199033,2.212149249999925,2.231562500000109,1.6653859999996712,2.233955000000151,2.229170000000068
"('paul_pilot', 4.0, 'TrialDigitSpan', 1.0)",0.30646955555558075,0.41508037131750214,1.8090623333335114,1.7029110000007677,1.2851479999999356,1.7029110000007677,1.6053770000003167
"('paul_pilot', 4.0, 'TrialDigitSpan', 2.0)",0.47757077551009103,0.6291953555416829,1.768991428571488,1.499789999999848,3.0,1.499789999999848,1.8847579999992377
"('paul_pilot', 4.0, 'TrialSpatialRotation', 1.0)",0.2817525000000245,0.35560593647586125,2.4128079999997567,2.3663564999997106,2.6522259999997004,2.0829039999998717,2.713207999999668
"('paul_pilot', 4.0, 'TrialSpatialRotation', 2.0)",0.4131758749998654,0.504412049652798,2.285140874999911,2.154730999999856,3.0,1.9738609999999424,2.4576659999993358
"('paul_pilot', 4.0, 'TrialSpatialRotation', 3.0)",0.3663340000002566,0.4708332373454271,2.3758310000000367,2.4697910000004413,2.35150399999975,3.0,2.72467800000004
"('paul_pilot', 4.0, 'TrialSpatialRotation', 4.0)",0.3407697777777989,0.5038487477706829,2.488845333333302,2.473900999999387,3.0,2.473900999999387,1.9926350000005184
"('paul_pilot', 4.0, 'TrialSpatialSpan', 1.0)",0.4792432799999367,0.6898941614508609,1.8018918000001576,1.5977320000001782,3.0,1.251966000000721,1.4665780000000268
"('paul_pilot', 4.0, 'TrialSpatialSpan', 2.0)",0.61777122222222,0.7577236058338267,2.0733431666666697,1.796315500000219,1.5231990000002045,3.0,2.069432000000233
"('paul_pilot', 4.0, 'TrialSpatialSpan', 3.0)",0.4476834687500286,0.5484744430565835,2.23382437500004,2.0758514999997715,1.972805000000335,1.675402999999278,2.0229309999995166
"('paul_pilot', 4.0, 'TrialSpatialSpan', 4.0)",0.3954510000000179,0.5152142825248665,2.6045489999999822,2.7326584999996157,1.6998929999999746,3.0,2.4620840000006865
